StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,attn_1,attn_2,basic_identity_1,q_instruction_First Click,q_instruction_Last Click,q_instruction_Page Submit,q_instruction_Click Count,q_see,q_hear,q_smell,simultaneous_or_flip,first_identity_1,comp_q,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,Q30,Q31,RandomID,cond
2024-06-28 14:36:58,2024-06-28 14:41:17,IP Address,162.217.26.6,100,259,True,2024-06-28 14:41:18,R_6lLHI2lyymWkJt4,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,84.657,0,i see my relative sweeping the floor in a spacious living area.,"I hear the sizzling of food cooking on the stove, the clinking of utensils, and my friend humming a tune.","I smell the delicious aroma of the meal my friend is preparing there are hints of spices, herbs and cooked vegetables, creating a savory and mouth watering scent that fills the kitchen.","Single consciousness, simultaneous",91,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A2354PA32WM146,982576,982576,2
2024-06-28 14:34:11,2024-06-28 14:42:04,IP Address,74.80.146.151,100,473,True,2024-06-28 14:42:05,R_5zt7jv6yHWueqxX,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,8.854,13.276,82.809,2,"I see your friend cooking in the kitchen, stirring a pot on the stove. The kitchen is modern, with sleek appliances and bright lighting. Various ingredients are laid out on the counter, and there’s a window that shows a sunny day outside with a well-kept garden.","I hear the sizzling of food in the pan, the bubbling of something boiling, and the hum of the refrigerator. Your friend is humming a tune or perhaps chatting with you about their day.","The aroma of delicious food fills the air, a mix of herbs, spices, and the savory scent of the dish your friend is preparing. There might also be a faint hint of cleaning products, as the kitchen is tidy and clean.",Two consciousnesses,77,Teletransportation,Female,,White or European,,27,Masters Degree (MS),,A25KTR0P53BGPW,,836372,2
2024-06-28 14:39:18,2024-06-28 14:42:14,IP Address,209.114.26.9,100,175,True,2024-06-28 14:42:14,R_6XiKe0IzfJkzWrz,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,64,,,,,,,,,,Teletransportation,Male,,White or European,,23,Masters Degree (MS),,A273TRKU2TZS2T,46338,46338,1
2024-06-28 14:41:38,2024-06-28 14:42:18,IP Address,209.20.212.221,100,39,True,2024-06-28 14:42:19,R_7s00ldJSqpYOoS6,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,12,,,,,,,,,,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,A1VMFDI4QPI0A8,82435,82435,1
2024-06-28 14:40:53,2024-06-28 14:43:36,IP Address,209.20.214.102,100,163,True,2024-06-28 14:43:37,R_5uVecO2dB32RbZD,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,99.028,0,"nothing to see this ","nothing to see this ","nothing to see this ",Two consciousnesses,25,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,AZYA2Y03VX8IE,955028,955028,2
2024-06-28 14:36:33,2024-06-28 14:43:49,IP Address,136.144.35.185,100,435,True,2024-06-28 14:43:49,R_3gvlp5ncH8Q7NLk,,,,,40.2152,-74.7471,anonymous,EN,Yes,Paul,Purple,85,,,,,,,,,,Teletransportation,Male,,Asian,,50,College Graduate (4 year),,A22C67FG2PCBFL,,967214,1
2024-06-28 14:42:30,2024-06-28 14:44:23,IP Address,209.20.221.87,100,112,True,2024-06-28 14:44:23,R_51tEWCWbz6D5aGU,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,,1.272,1.272,64.817,1,nothing to see this,nothing to see this,nothing to see this,"Single consciousness, simultaneous",38,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,A3OGM5N3HKOIBJ,148893,148893,2
2024-06-28 14:42:59,2024-06-28 14:45:11,IP Address,149.143.130.198,100,132,True,2024-06-28 14:45:11,R_1iz2NGMKGlQRgCe,,,,,40.7205,-73.8796,anonymous,EN,Yes,Paul,Purple,100,,,,,,,,,,Teletransportation,Male,,White or European,,33,College Graduate (4 year),,A1PNQTJHTV6H9W,400221,400221,1
2024-06-28 14:44:42,2024-06-28 14:45:26,IP Address,154.27.64.87,100,43,True,2024-06-28 14:45:27,R_1CwFfDwzlcroNed,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,21,,,,,,,,,,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,AKLUSDCQMH4D4,500115,500115,1
2024-06-28 14:36:44,2024-06-28 14:45:51,IP Address,192.25.246.87,100,546,True,2024-06-28 14:45:51,R_7Izndxp2K2A1hff,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,29,,,,,,,,,,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A1X5CHUF4T8I0X,709989,709989,1
2024-06-28 14:42:40,2024-06-28 14:46:56,IP Address,209.20.219.68,100,255,True,2024-06-28 14:46:56,R_3gABCTwvRkKjKnU,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,,31.443,32.266,181.211,3,Which of the following are ways in which the operation of the House differs from the operation of the Senate? House members are more likely to specialize in specific legislative fields. House leadership has more power over its members than does the Senate leadership.,Which of the following are ways in which the operation of the House differs from the operation of the Senate? House members are more likely to specialize in specific legislative fields. House leadership has more power over its members than does the Senate leadership.,Which of the following are ways in which the operation of the House differs from the operation of the Senate? House members are more likely to specialize in specific legislative fields. House leadership has more power over its members than does the Senate leadership.,Two consciousnesses,63,Farming,Male,,White or European,,30,Masters Degree (MS),,A33NPRNA5NGUD,102316,102316,2
2024-06-28 14:46:46,2024-06-28 14:47:24,IP Address,185.86.143.198,100,37,True,2024-06-28 14:47:24,R_3EZDQVDIU0e6P7e,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,78,,,,,,,,,,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,APPO7FG7XU1A1,287881,287881,1
2024-06-28 14:37:07,2024-06-28 14:47:39,IP Address,209.20.204.254,100,632,True,2024-06-28 14:47:40,R_7MzzSFDofgW3tJd,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,,0,0,86.771,0,my friend and my relatives,my friend and my relatives,my friend and my relatives,"Single consciousness, split screen",35,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,A10M1IXOV2JVTL,good,441584,2
2024-06-28 14:41:53,2024-06-28 14:48:05,IP Address,209.20.199.131,100,371,True,2024-06-28 14:48:05,R_5cvCkAmx5ttDrXz,,,,,40.6375,-74.0216,anonymous,EN,Yes,Paul,Purple,43,,,,,,,,,,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,A3CKD6DODA1LO0,good,39117,1
2024-06-28 14:34:51,2024-06-28 14:48:32,IP Address,209.114.17.105,100,820,True,2024-06-28 14:48:33,R_5ND6HrqDcAU9gUQ,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,36.223,36.223,63.774,1,"Friend's House
Kitchen: The countertops are bustling with activity. I see various ingredients like vegetables, spices, and meat spread out. The stove has several pots and pans sizzling away, steam rising from the boiling water. My friend is at the center, moving deftly between tasks, chopping vegetables, stirring pots, and checking the oven. The kitchen is brightly lit, with sunlight streaming through a large window, adding a natural glow to the scene. The walls are adorned with colorful artwork and family photos, adding a personal touch to the space.
Relative's House
Living Room: The room is serene and orderly. My relative is sweeping the wooden floor, focusing on getting every corner clean. The furniture is minimalistic and elegant, with a soft beige couch, a sleek coffee table, and a few potted plants adding a touch of greenery. The sunlight filters gently through sheer curtains, casting a warm glow across the room. On the wall, there’s a large painting of a serene landscape, enhancing the tranquil atmosphere. The room feels airy and open, with a gentle breeze coming in through the slightly open window.","Friend's House
Cooking Sounds: The sizzle of food frying in a pan, the bubbling of sauce in a pot, and the rhythmic chopping of vegetables on a cutting board.
Ambient Noise: The hum of the refrigerator, the gentle whir of the oven fan, and the occasional clink of utensils and dishes being moved around.
Friend's Actions: My friend's soft humming as they cook, the sound of them opening and closing cabinets, and the faint clatter of spices being shaken into pots.
Relative's House
Sweeping Sounds: The gentle, consistent swish of the broom as it moves across the floor, the soft tapping as the broom handle occasionally hits the wall or furniture.
Ambient Noise: The distant chirping of birds outside the window, the quiet rustle of leaves as a breeze passes through, and the subtle creaking of the wooden floor underfoot.
Relative's Actions: My relative's light footsteps as they move around the room, the occasional sigh of effort, and the faint sound of the broom bristles brushing against the floor.","Friend's House
Cooking Aromas: The rich, savory scent of garlic and onions sautéing in olive oil, mingling with the earthy aroma of freshly chopped herbs like rosemary and thyme.
Spices: A blend of spices, including the warmth of cumin, the slight sweetness of paprika, and the pungent kick of black pepper, wafting through the air.
Food Preparation: The fresh, clean scent of cut vegetables, the robust aroma of simmering tomato sauce, and the comforting smell of baking bread.
Relative's House
Cleanliness: The crisp, fresh scent of recently cleaned floors, with a hint of lemon from a cleaning solution.
Natural Elements: The subtle fragrance of lavender from a nearby diffuser, adding a calming, floral note to the air.
Outdoor Freshness: The faint, earthy smell of fresh air coming through the open window, carrying with it the light scent of grass and distant flowers.","Single consciousness, split screen",96,Teletransportation,Female,,White or European,,26,College Graduate (4 year),,A38105MOBYLBP4,309530,309530,2
2024-06-28 14:43:37,2024-06-28 14:48:33,IP Address,170.39.164.252,100,295,True,2024-06-28 14:48:33,R_1rqpgUNih7njjR3,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,41,,,,,,,,,,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,A3AV5SXYNPGDJ6,good,472772,1
2024-06-28 14:48:07,2024-06-28 14:48:45,IP Address,141.140.85.121,100,37,True,2024-06-28 14:48:45,R_7NtDPNK9fzrwuCx,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,67,,,,,,,,,,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A2NJV71A7YMS0H,54057,54057,1
2024-06-28 14:42:47,2024-06-28 14:48:49,IP Address,192.126.168.84,100,361,True,2024-06-28 14:48:49,R_34jxk9PpFlDxj38,,,,,47.63,-122.2972,anonymous,EN,Yes,Paul,Purple,,0,0,125.981,0,Some people feel that self-talk creates a “presence” around them that makes them feel better.,Some people feel that self-talk creates a “presence” around them that makes them feel better.,Some people feel that self-talk creates a “presence” around them that makes them feel better.,Two consciousnesses,32,Farming,Male,,White or European,,30,"Professional Degree (MD, JD, etc.)",,A1H5X08YFPKP5H,709176,709176,2
2024-06-28 14:49:02,2024-06-28 14:51:27,IP Address,204.114.121.75,100,145,True,2024-06-28 14:51:27,R_7wvmEls0kMCLqKi,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,76,,,,,,,,,,Teletransportation,Female,,White or European,,31,College Graduate (4 year),,A4M2H0ONHCMC,590331,590331,1
2024-06-28 14:43:13,2024-06-28 14:51:27,IP Address,67.90.43.205,100,493,True,2024-06-28 14:51:28,R_61aFvmEF7JDyZjh,,,,,40.7597,-73.981,anonymous,EN,Yes,Paul,Purple,,1.844,53.941,61.928,3,"My vision splits, allowing you to see both scenes at once—the bustling activity in the kitchen at your friend’s house and the peaceful tidiness of the living room at your relative’s house. It’s like having two screens in front of you, each vividly displaying different environments.","I hearing is similarly divided, merging the sounds of cooking and conversation with the sweeping and ambient noise of your relative’s house. It’s a blend of domestic sounds, creating a symphony of everyday life.","The scents mix together in your perception, with the food’s aroma from your friend’s kitchen combining with the clean, homely smells of your relative’s house. It’s a unique olfactory experience, giving you a sense of presence in both places simultaneously.","Single consciousness, simultaneous",100,Teletransportation,Female,,White or European,,27,Doctoral Degree (PhD),,A19CXMZZF0U6JX,,642857,2
2024-06-28 14:51:20,2024-06-28 14:52:10,IP Address,204.114.115.1,100,50,True,2024-06-28 14:52:11,R_7Dot0WnZ2HS7dh1,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,53,,,,,,,,,,Farming,Female,,White or European,,42,Masters Degree (MS),,A1T8BWQBUG0WM9,132519,132519,1
2024-06-28 14:41:37,2024-06-28 14:54:13,IP Address,40.183.135.97,100,756,True,2024-06-28 14:54:13,R_1XssYhoXauzO5vr,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,81.169,0,"IN my friend's house, I see the kitchen with various cooking utensils, ingredients spread out, and my friend focused on preparing meal.","In my relative's house, I hear the swishing sound of the broom sweeping the floor, the gentle rustle of dust being gathered, and perhaps a soft radio playing in the background.","In my friend's house, I smell the rich aroma of the meal being prepared, with scents of spices, fresh herbs, and cooking food blending together.","Single consciousness, split screen",95,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A3A06S1ZV1MN39,84118,84118,2
2024-06-28 14:54:34,2024-06-28 14:55:23,IP Address,208.196.108.137,100,49,True,2024-06-28 14:55:24,R_3abg0HniYetu6TS,,,,,35.9875,-84.1168,anonymous,EN,Yes,Paul,Purple,56,,,,,,,,,,Teletransportation,Female,,White or European,,25,College Graduate (4 year),,A4YV9N9Q6CVQJ,238248,238248,1
2024-06-28 14:49:29,2024-06-28 14:55:30,IP Address,204.114.115.211,100,360,True,2024-06-28 14:55:30,R_3VyDXgGevzV6yWO,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,,0,0,62.55,0,"Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen","“Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly, affects all indirectly.”
","appliances, furniture, carpets, fabrics or issues like mold or mildew.",Two consciousnesses,51,Farming,Female,,White or European,,45,Masters Degree (MS),,A3GA4LXOUEWSH9,164916,164916,2
2024-06-28 14:50:48,2024-06-28 14:55:35,IP Address,141.140.85.253,100,286,True,2024-06-28 14:55:35,R_7Gl9dLTuL2gGMzs,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,4.734,4.734,68.459,1,"At the friend's house: Perhaps I see cozy furniture, family photos on the walls, and maybe some decorations that reflect their personality.","At the friend's house: Maybe there's the sound of laughter or conversation, the faint hum of appliances in the kitchen, and maybe some music playing softly in the background.","At the friend's house: I might imagine the aroma of home-cooked food wafting from the kitchen, mixed with a hint of fresh flowers or a scented candle.",Two consciousnesses,63,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A25IZ76G0Z0WXT,271348,271348,2
2024-06-28 14:53:42,2024-06-28 14:55:55,IP Address,192.126.254.177,100,133,True,2024-06-28 14:55:56,R_3pXBNaXKWNOnwO1,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,63.31,0,"magining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","magining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","magining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Single consciousness, split screen",57,Farming,Male,,White or European,,30,Masters Degree (MS),,AMPAOPRLEKM58,729864,729864,2
2024-06-28 14:54:28,2024-06-28 14:58:39,IP Address,208.196.105.3,100,251,True,2024-06-28 14:58:40,R_7M7JlcdVBBM31zb,,,,,35.9875,-84.1168,anonymous,EN,Yes,Paul,Purple,,0,0,147.605,0,Watching mobile,Herning songs,"Mom's cooking ",Two consciousnesses,81,Teletransportation,Female,,White or European,,25,College Graduate (4 year),,A1V9H2ONRAXAUO,807342,807342,2
2024-06-28 14:35:30,2024-06-28 14:58:48,IP Address,137.155.51.97,100,1398,True,2024-06-28 14:58:49,R_5KH2mzdbyAovIQl,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,5.721,29.402,95.713,6,"At my friend's house : I see a kitchen with pots on the stove, steam rising., My friend chops vegetables quickly, At my relatives house : I see a living room with a clean floor, My relative sweeps carefully.","At my friend's house, I hear the sizzle of food cooking and the chopping of vegetables, accompanied by soft background music. Meanwhile, at my relative's house, I hear the gentle swish of the broom on the floor and occasional movements, with calm music playing in the background.","At my friend's house: I smell the savory aroma of the food cooking on the stove, The kitchen has a warm, inviting scent, At my relative's house: I smell a subtle freshness, perhaps from a recently cleaned room, The overall atmosphere is pleasant and clean.","Single consciousness, split screen",100,Teletransportation,Female,,White or European,,26,College Graduate (4 year),,A15K2F3D1VQDDP,518602,518602,2
2024-06-28 14:43:56,2024-06-28 15:03:11,IP Address,188.191.110.133,100,1154,True,2024-06-28 15:03:12,R_1JUv0EK8jnKZXbz,,,,,38.6583,-77.2481,anonymous,EN,Yes,Paul,Purple,,61.161,121.478,195.022,2,"In my friend's house, I see the kitchen with various cooking utensils, ingredients spread out and my friend focused on  preparing a meal.","In my relatives house I heat the sizzling sound of food being cooked , the clinking of utensils, and my friend occasionally humming a tune or giving insturctions aloud.","In my friend;s house, I smell the rich aroma of the meal being prepared, with scents of spices fresh herbs and cooking food blending together.","Single consciousness, split screen",92,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A2OPL87BGLUU61,172884,172884,2
2024-06-28 14:58:34,2024-06-28 15:04:09,IP Address,154.27.89.238,100,334,True,2024-06-28 15:04:09,R_5M3ubm4hcN0n8Vy,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,,122.003,122.003,123.002,1,"“Creating scenarios in your head, and imagining different things occurring is a very natural human experience. It's part of the way your brain tries to make sense of the world. Your brain is very creative,” says Taylor Newendorp, M.A., LCPC, a Network Clinical Training Director at NOCD.","As per the Constitution, the U.S. House of Representatives makes and passes federal laws. The House is one of Congress's two chambers (the other is the U.S. Senate), and part of the federal government's legislative branch.","Phantosmia may be caused by a head injury or upper respiratory infection. It also can be caused by aging, trauma, temporal lobe seizures, inflamed sinuses, brain tumors, certain medicines and Parkinson's disease. Phantosmia also can result from a COVID-19 infection.","Single consciousness, split screen",51,Teletransportation,Male,,White or European,,30,Some College,,A26MDWT5AEB3HK,466195,466195,2
2024-06-28 14:54:20,2024-06-28 15:05:07,IP Address,209.20.212.74,100,646,True,2024-06-28 15:05:07,R_70DgS0XUgYylWtI,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,34,,,,,,,,,,Teletransportation,Male,,White or European,,30,Some College,,A4WH21BWGC3OT,563565,563565,1
2024-06-28 14:50:20,2024-06-28 15:06:47,IP Address,139.171.246.183,100,987,True,2024-06-28 15:06:47,R_7e1LW3z0PwcWxXj,,,,,40.7852,-73.8098,anonymous,EN,Yes,Paul,Purple,100,,,,,,,,,,Teletransportation,Male,,White or European,,32,College Graduate (4 year),,A36AOQW2E9M1O9,806449,806449,1
2024-06-28 14:49:04,2024-06-28 15:07:55,IP Address,139.171.246.202,100,1131,True,2024-06-28 15:07:55,R_7FMZ29h4FNlVabn,,,,,40.7852,-73.8098,anonymous,EN,Yes,Paul,Purple,,0,0,113.758,0,You step out of the Teletransporter and find yourself in a spacious living room with a high ceiling,"The quiet, rhythmic swish of the smart broom as it autonomously sweeps the floor","The occasional mix of outdoor and indoor fragrances, creating a harmonious blend that reflects the advanced yet natural living environment of the year 2450","Single consciousness, flipping",100,Teletransportation,Male,,White or European,,32,College Graduate (4 year),,A2R33A0O6QW1BN,999583,999583,2
2024-06-28 14:56:15,2024-06-28 15:08:55,IP Address,216.65.135.108,100,760,True,2024-06-28 15:08:55,R_3cUtG6igReslPfl,,,,,25.7349,-80.2228,anonymous,EN,Yes,Paul,Purple,,0,0,75.485,0,"In my friend's house, I see the kitchen with various cooking utensils ingredients spread out and my friend focused on preparing a meal.",in my friends house i hear the sizzling sound of food being cooked the clinking of utensils and my friend occasionally humming a tune or giving instructions aloud.,"In my friends house i smell the rich aroma of the meal being prepared with scents of spices, fresh herbs, and cooking food blending together.","Single consciousness, split screen",95,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A1J2C20TWNYIV,870389,870389,2
2024-06-28 14:47:43,2024-06-28 15:13:56,IP Address,196.51.246.110,100,1572,True,2024-06-28 15:13:57,R_7x1WR9S9jaSasNP,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,34.29,34.93,62.157,2,"Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly, affects all indirectly.","appliances, furniture, carpets, fabrics or issues like mold or mildew.","Single consciousness, split screen",100,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,AZ1BDN0Y9S2E,998071,998071,2
2024-06-28 15:04:40,2024-06-28 15:14:15,IP Address,196.51.246.220,100,575,True,2024-06-28 15:14:16,R_722YFKk7pqjmQrQ,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,0,0,61.833,0,"Intrusive thoughts are what's called ego-dystonic, which means that they don't align with your values, beliefs, or morals. While everyone . It is called catastrophizing. It is the tendency of the human mind to imagine multiple scenarios to protect oneself from danger or an .","Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly, affects all indirectly.","appliances, furniture, carpets, fabrics or issues like mold or mildew.","Single consciousness, flipping",100,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,AFVIC9OE3QPI4,988097,988097,2
2024-06-28 14:42:51,2024-06-28 15:15:14,IP Address,196.51.190.62,100,1943,True,2024-06-28 15:15:15,R_61t8KVVA6I07Ygw,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,100,,,,,,,,,,Plane travel,Male,,White or European,,30,Doctoral Degree (PhD),,A3AWEW8LXENEPZ,675111,675111,1
2024-06-28 15:18:22,2024-06-28 15:19:30,IP Address,139.171.209.244,100,68,True,2024-06-28 15:19:31,R_1Dd2oZjJvRgM04I,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,47,,,,,,,,,,Teletransportation,Male,,White or European,,42,Masters Degree (MS),,A1K3XVJQWINKNZ,819238,819238,1
2024-06-28 15:23:32,2024-06-28 15:25:38,IP Address,209.20.215.127,100,126,True,2024-06-28 15:25:39,R_6dFU94rcY2WuUNu,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,83,,,,,,,,,,Teletransportation,Female,,White or European,,32,Masters Degree (MS),,ASRHOGB0U0YOZ,621201,621201,1
2024-06-28 15:25:48,2024-06-28 15:31:50,IP Address,209.20.210.49,100,361,True,2024-06-28 15:31:50,R_5N50fR3OXEYxY6S,,,,,33.8737,-118.236,anonymous,EN,Yes,Paul,Purple,,0,0,66.788,0,"e quiet, rhythmic swish of the smart broom as it autonomously sweeps the floor","The occasional mix of outdoor and indoor fragrances, creating a harmonious blend that reflects the advanced yet natural living environment of the year 2450","The occasional mix of outdoor and indoor fragrances, creating a harmonious blend that reflects the advanced yet natural living environment of the year 2450","Single consciousness, split screen",100,Plane travel,Female,,White or European,,45,Masters Degree (MS),,A277A7K5ZC3W5D,219912,219912,2
2024-06-28 14:49:28,2024-06-28 15:31:56,IP Address,139.171.246.194,100,2548,True,2024-06-28 15:31:56,R_524vguVFINTRshz,,,,,40.7852,-73.8098,anonymous,EN,Yes,Paul,Purple,100,,,,,,,,,,Teletransportation,Male,,White or European,,32,College Graduate (4 year),,AEZQLKARY90YC,972159,972159,1
2024-06-28 15:26:03,2024-06-28 15:33:18,IP Address,158.120.57.132,100,434,True,2024-06-28 15:33:18,R_7EPKa1ZtHWHCpUt,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,104.761,0,"I see my friend cooking, probably standing by the kitchen counter, working with various ingredients and utensils.
I see my relative sweeping the floor, likely moving around the living area or another part of the house.
I see my relative sweeping the floor, likely moving around the living area or another part of the house.","I hear the sounds of cooking, such as chopping, sizzling, and perhaps the hum of kitchen appliances.
I hear the sound of sweeping, the soft swish of a broom against the floor.","I smell the aroma of food being prepared, which could be a mix of spices, herbs, and other ingredients being cooked.
I smell the clean, slightly dusty scent typical of sweeping.",Two consciousnesses,66,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A6L10MXENPZJE,731401,731401,2
2024-06-28 15:33:24,2024-06-28 15:33:43,IP Address,209.20.207.203,100,18,True,2024-06-28 15:33:43,R_75G9FiURfZxqBqW,,,,,40.6115,-74.0156,anonymous,EN,Yes,Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,,881177,
2024-06-28 14:56:19,2024-06-28 15:34:14,IP Address,154.27.79.116,100,2275,True,2024-06-28 15:34:15,R_1rN8xz77AZhOigM,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,46,,,,,,,,,,Teletransportation,Male,,White or European,,30,Some College,,ARJLOEYT2TGLJ,805387,805387,1
2024-06-28 15:37:27,2024-06-28 15:38:33,IP Address,208.196.106.246,100,65,True,2024-06-28 15:38:34,R_7ZQy3Hci7hOqoKi,,,,,35.9875,-84.1168,anonymous,EN,Yes,Paul,Purple,71,,,,,,,,,,Teletransportation,Female,,White or European,,25,College Graduate (4 year),,AD02LX0HFHT66,387479,387479,1
2024-06-28 15:42:48,2024-06-28 15:43:48,IP Address,192.227.81.194,100,59,True,2024-06-28 15:43:48,R_7woRrtyiuQGZaYF,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,75,,,,,,,,,,Teletransportation,Female,,White or European,,25,College Graduate (4 year),,AML0KCRFE3DNG,181355,181355,1
2024-06-28 16:03:14,2024-06-28 16:16:30,IP Address,209.20.196.112,100,796,True,2024-06-28 16:16:31,R_30SZpiDxyMVlcp5,,,,,40.6375,-74.0216,anonymous,EN,Yes,Paul,Purple,,5.295,42.855,66.874,12," I see my friend standing by the stove, stirring a pot of something delicious. The kitchen is modern with sleek, stainless steel appliances and bright overhead lighting. The counter is filled with ingredients and cooking utensils. I hear the sizzling of food in the pan, the gentle hum of the refrigerator, and the occasional clink of utensils against the pot. The aroma of a savoury dish cooking, perhaps a stew or a sauce, fills the air with rich and mouth-watering scents. : I see my relative sweeping the floor in a cozy, warmly lit living room. The room is decorated with comfortable furniture, family photos, and a bookshelf filled with books. The floor is a polished hardwood, gleaming under the light.","The sizzling of food cooking on the stove.
The gentle hum of the refrigerator.
The clinking of utensils against pots and pans.
Occasional sounds of chopping or stirring The soft swish of the broom against the floor.
The gentle creaking of the wooden floorboards.
The faint ticking of a clock.
Perhaps the quiet hum of a vacuum cleaner in the distance","The rich, savory aroma of a dish cooking on the stove, perhaps a stew or a sauce.
The faint smell of fresh herbs and spices.
A hint of something baking in the oven, like bread or cookies The clean, fresh scent of a recently swept floor.
The subtle aroma of pine from the cleaning solution used on the floor.
A faint hint of flowers or a scented candle in the background",Two consciousnesses,100,Teletransportation,Female,,White or European,,27,Masters Degree (MS),,A3DYY0VDQOKD4E,,111596,2
2024-06-28 17:00:21,2024-06-28 17:12:46,IP Address,185.86.143.145,100,745,True,2024-06-28 17:12:47,R_6Mcinc6AzwIdK20,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,333.253,360.419,361.44,2,"At my friend's house, I see a cozy living room with a large, comfortable couch, a bookshelf filled with novels, and soft lighting from a floor lamp in the corner. Family photos adorn the walls, and there's a vibrant painting above the fireplace.","At my friend's house, I hear soft music playing in the background, maybe some light chatter from the kitchen where someone is preparing a meal.","At my friend's house, there's a comforting aroma of freshly baked cookies wafting from the kitchen, mingling with the scent of a floral-scented candle burning nearby","Single consciousness, flipping",77,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A36HN50WA7RGAZ,836993,836993,2
